lfdn,duration,v_Assent,consent,age,gender,v_788,v_89,v_468,v_469,v_470,v_471,v_472,v_473,v_474,v_475,v_476,v_477,v_478,v_479,v_480,v_481,v_482,v_483,v_484,v_563,v_485,v_486,v_487,v_488,v_489,v_490,v_491,v_492,v_493,v_494,v_495,v_496,v_497,v_498,v_499,v_500,v_501,v_502,v_503,v_504,v_505,v_506,v_507,v_508,v_509,v_510,v_511,v_512,v_513,v_514,v_515,v_516,v_455,v_517,v_518,v_519,v_520,v_521,v_522,v_523,v_524,v_525,v_526,v_527,v_528,v_529,v_530,v_531,v_532,v_533,v_534,v_535,v_536,v_537,v_538,v_539,v_540,v_542,v_543,v_544,v_545,v_546,v_547,v_548,v_549,v_550,v_551,v_552,v_553,v_554,v_555,v_556,v_557,v_558,v_559,v_560,v_561,v_Serious
407,452,1,1,25,1,NA,8,1,4,3,2,3,5,6,2,6,6,5,1,3,3,2,1,4,1,6,1,4,2,1,4,4,2,1,5,5,2,1,1,5,1,1,1,1,5,2,3,2,1,2,6,4,1,6,1,4,3,0,1,3,6,2,4,4,2,5,1,1,4,3,5,1,1,7,4,5,2,1,1,4,6,3,1,6,2,1,1,2,4,1,3,1,2,1,2,1,2,1,3,2,1,4,1
408,476,1,1,35,1,NA,7,3,3,7,4,4,5,6,2,6,7,1,1,4,7,3,2,5,1,7,1,3,5,3,3,7,3,2,7,5,3,3,1,7,3,3,3,1,7,7,6,1,4,3,3,3,3,7,3,1,4,0,3,5,4,1,2,5,3,1,1,2,7,3,5,1,1,1,1,1,3,2,2,3,1,1,1,5,3,2,3,3,3,3,3,1,3,7,1,3,3,7,1,3,3,7,1
409,523,1,1,36,1,NA,8,1,5,7,3,2,4,7,4,7,7,5,1,1,1,2,5,6,1,7,1,5,4,2,3,4,5,7,7,3,1,4,4,7,5,7,4,3,7,4,4,5,5,2,5,4,5,7,4,1,4,0,5,1,6,1,4,2,3,5,2,1,2,4,5,4,7,3,2,4,5,2,3,2,6,3,5,7,2,6,4,4,3,5,4,5,3,2,2,3,2,2,4,5,6,5,1
410,930,1,1,30,2,NA,5,1,3,3,5,2,3,4,5,4,4,4,1,2,4,5,2,4,1,5,1,3,3,4,2,4,1,2,4,4,1,2,2,4,1,2,1,1,5,5,4,4,5,2,5,2,2,4,1,5,4,0,4,2,4,4,4,3,4,5,1,1,4,2,4,4,2,5,1,3,2,1,4,4,5,4,4,4,2,2,3,2,4,3,5,3,5,1,1,1,2,1,2,2,1,4,1
411,387,1,1,46,2,NA,2,1,1,1,5,5,4,3,4,4,4,4,1,4,3,3,1,4,1,3,1,1,2,4,1,3,1,1,3,4,1,1,1,3,1,1,1,2,3,1,1,1,1,4,3,1,2,3,1,5,2,0,1,4,1,5,5,2,5,3,1,2,2,1,1,5,1,4,5,1,1,3,2,5,3,1,1,3,2,1,1,1,5,1,1,1,5,1,1,1,1,2,1,1,1,1,1
412,572,1,1,44,1,NA,6,2,4,4,2,2,4,5,2,5,5,5,2,2,2,2,4,4,1,5,2,4,4,2,4,5,4,2,5,4,2,4,3,5,2,2,4,2,4,4,4,4,4,2,4,2,4,5,2,2,4,0,3,2,5,2,2,2,2,5,2,2,2,4,4,2,2,2,2,4,4,2,2,2,5,2,4,4,4,4,4,4,2,4,4,5,2,2,2,2,2,2,4,5,2,3,1
413,363,1,1,51,1,NA,6,1,2,1,1,1,4,5,1,7,7,6,1,1,1,1,1,1,1,7,1,1,4,1,1,1,1,1,7,5,1,1,1,7,1,1,1,1,3,1,1,1,1,1,6,1,1,4,1,1,4,0,1,1,4,1,1,1,1,7,1,1,1,1,4,1,4,4,1,1,1,1,1,1,7,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414,357,1,1,30,1,NA,6,1,4,1,3,1,6,6,1,6,5,5,1,1,1,1,2,4,1,6,1,1,1,1,2,4,1,2,6,3,1,2,2,6,1,1,2,1,5,1,3,1,1,1,5,1,1,4,1,1,4,0,5,1,5,1,1,1,1,6,1,1,5,1,3,1,1,1,1,2,1,1,1,1,6,1,4,6,5,2,4,1,1,1,4,4,1,1,1,1,1,1,2,4,1,2,1
415,621,1,1,65,2,NA,6,1,5,3,3,3,6,4,1,3,4,3,1,4,2,1,3,5,1,3,1,6,4,1,6,5,4,3,4,2,2,4,3,5,2,2,4,1,3,3,5,3,5,5,6,1,2,3,1,1,4,0,5,3,2,1,1,3,2,4,1,2,6,4,1,2,2,4,2,5,4,3,4,1,1,5,5,3,4,4,4,4,1,5,5,4,2,1,2,1,1,1,6,4,1,6,1
416,254,1,1,26,2,NA,6,1,2,2,6,2,3,7,2,4,5,6,1,1,2,4,2,4,1,5,1,2,3,4,2,2,2,1,5,4,1,1,1,4,1,1,2,2,3,4,1,1,1,2,2,3,1,2,1,1,1,0,1,3,1,2,1,1,2,5,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,5,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,4,1,1,1
417,404,1,1,25,1,NA,7,1,1,1,4,4,5,5,1,5,4,5,1,1,1,1,2,4,1,5,1,1,1,2,1,4,1,1,5,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,3,4,0,1,2,1,4,3,1,2,5,1,1,6,1,4,1,1,4,1,1,1,1,1,6,4,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,280,1,1,29,2,NA,6,1,3,2,1,2,4,6,1,4,4,4,1,2,2,2,1,5,1,4,1,2,1,1,2,3,2,1,4,5,1,2,1,5,1,1,1,1,4,1,2,1,1,1,1,1,1,4,1,1,3,0,1,1,4,1,1,1,1,5,2,1,5,3,1,1,2,2,1,4,2,1,2,1,4,3,2,5,2,3,1,2,1,2,4,2,1,1,1,1,3,2,2,2,2,5,1
419,559,1,1,69,1,NA,8,1,6,6,2,1,6,7,1,7,7,7,1,1,1,1,5,6,1,7,1,2,1,1,5,5,2,5,7,2,1,3,6,7,2,1,4,1,7,1,6,6,5,1,6,7,6,7,1,1,7,0,6,1,6,1,1,1,2,7,1,4,7,3,2,1,6,6,1,6,4,1,6,1,7,6,6,7,6,6,7,6,1,5,7,6,1,1,1,6,1,2,6,7,5,5,1
420,325,1,1,51,1,NA,6,1,3,3,2,4,5,6,2,6,6,6,2,3,2,2,5,4,1,6,1,3,4,2,3,4,4,5,6,4,2,2,3,6,5,2,3,3,6,2,3,2,4,4,5,3,1,5,2,2,5,0,4,2,5,2,2,2,2,6,2,4,5,4,5,2,3,5,4,1,3,3,4,2,5,2,4,5,4,5,5,3,2,4,4,4,2,2,3,3,3,3,4,5,2,5,1
422,306,1,1,35,1,NA,8,1,4,4,1,2,5,7,2,7,6,6,1,5,1,1,5,6,1,6,1,3,4,2,5,5,1,4,6,5,1,4,3,6,4,1,3,1,4,1,3,5,4,3,6,5,5,6,1,1,6,0,4,1,5,1,1,1,1,6,1,4,5,3,6,1,5,7,2,4,3,1,7,1,6,5,5,6,6,3,5,3,1,4,6,3,1,1,1,1,6,1,3,5,1,5,1
424,1666,1,1,24,1,NA,6,1,3,2,2,1,6,4,4,5,4,5,1,2,5,3,2,3,1,6,2,2,3,6,3,1,4,3,5,4,3,1,3,4,3,3,2,1,4,3,3,2,2,2,5,3,3,3,1,4,4,0,3,3,4,2,5,6,5,4,2,1,5,2,2,3,1,5,2,5,4,6,4,4,4,2,5,2,5,1,3,4,5,1,5,5,5,1,3,1,2,1,5,4,5,3,1
425,310,1,1,44,1,NA,7,4,5,6,3,2,7,7,2,7,7,6,1,2,2,2,6,6,1,7,1,6,6,2,6,5,6,6,7,6,6,5,5,7,5,5,5,2,6,5,6,6,4,2,4,6,3,7,2,4,6,0,5,5,5,2,5,5,3,7,2,4,6,5,4,2,6,2,2,6,6,2,3,5,7,5,6,7,5,5,6,5,5,6,5,6,2,3,2,2,2,2,6,6,2,6,1
426,336,1,1,61,1,NA,8,2,2,2,2,2,6,6,4,6,6,6,2,2,2,5,5,5,1,6,2,2,2,5,3,4,3,2,6,2,2,2,3,6,2,2,2,2,6,6,2,4,3,2,6,2,2,6,2,6,5,0,5,6,5,2,5,6,6,6,2,2,5,2,5,5,2,6,2,2,2,2,2,6,6,2,5,6,5,2,3,2,6,2,4,2,6,2,2,2,2,2,3,3,2,5,1
427,342,1,1,24,2,NA,2,5,5,2,5,4,1,5,3,3,4,4,1,4,6,1,1,1,1,2,5,4,2,4,4,4,4,3,4,3,4,3,3,5,1,4,3,2,3,5,4,4,3,6,3,6,5,2,2,4,3,0,3,3,2,2,5,2,5,5,3,5,2,4,3,2,3,4,5,2,2,1,4,4,2,4,4,5,5,5,6,2,1,2,3,5,5,4,4,5,5,1,3,3,4,4,1
428,431,1,1,31,1,NA,2,1,2,1,2,1,6,3,5,3,2,3,1,1,5,2,1,5,1,3,1,4,4,2,2,1,2,1,2,5,1,2,1,3,1,2,2,1,1,6,2,1,3,2,2,2,1,1,5,6,2,0,3,7,2,6,7,7,6,2,1,1,4,1,1,6,2,5,5,2,1,2,5,6,1,4,1,2,3,1,2,2,6,1,5,1,5,1,1,1,1,1,1,1,1,1,1
429,335,1,1,30,1,NA,7,1,2,1,2,2,4,6,2,6,6,5,1,1,2,3,1,4,1,5,1,2,2,3,2,3,1,1,5,2,1,2,1,7,1,1,1,1,4,3,3,1,2,1,5,2,1,5,1,2,2,0,2,1,4,2,1,1,1,4,1,1,2,1,4,1,1,1,1,1,2,1,1,1,6,2,1,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
430,530,1,1,64,1,NA,8,1,7,5,1,1,7,7,1,7,7,7,1,1,1,1,5,5,1,7,1,7,6,1,6,7,5,5,7,1,2,4,4,7,4,5,5,1,6,1,6,5,6,1,7,7,6,6,1,1,7,0,6,1,7,1,1,1,1,7,1,6,7,6,7,1,5,7,1,7,5,1,7,1,7,6,7,7,7,6,7,6,1,6,6,6,1,5,1,2,2,2,7,6,7,7,1
431,324,1,1,31,1,NA,6,5,5,5,2,2,4,4,2,5,5,4,2,1,5,2,4,6,1,4,2,4,5,1,4,5,4,5,5,5,2,5,6,5,5,2,4,3,6,2,4,4,6,2,6,6,4,5,3,4,5,0,4,5,4,2,2,3,5,4,2,5,5,5,3,3,4,3,5,6,5,2,2,5,5,4,5,5,5,2,4,1,4,3,5,5,3,3,3,3,3,3,5,3,2,4,1
432,205,1,1,19,2,NA,3,1,1,1,6,1,1,3,6,3,2,4,1,1,6,7,1,4,1,3,1,2,1,7,2,4,1,1,3,1,1,1,1,3,1,1,1,1,4,6,2,1,1,1,4,2,1,1,1,1,3,0,1,5,4,7,7,7,7,3,3,1,3,1,1,6,1,1,1,2,1,1,2,6,2,3,3,3,1,1,1,2,6,1,1,2,6,1,1,1,1,1,2,3,1,1,1
434,509,1,1,34,1,NA,8,1,6,6,1,5,7,7,1,7,7,7,1,5,1,1,6,7,1,7,1,4,6,2,4,7,4,6,7,7,4,4,5,7,5,2,4,4,7,1,7,6,5,5,6,7,7,7,3,1,7,0,6,1,7,1,1,1,1,7,5,5,7,6,7,1,7,7,3,6,6,5,6,1,7,6,7,7,7,7,6,5,1,6,6,7,1,5,6,6,6,6,6,7,6,7,1
436,406,1,1,22,1,NA,6,1,2,1,1,4,4,5,3,5,4,5,1,5,4,2,1,6,1,5,1,1,4,1,1,4,1,3,5,6,3,1,1,5,2,1,1,1,5,5,4,1,1,4,3,1,4,5,1,5,5,0,1,2,4,3,5,3,1,6,1,1,3,1,1,4,3,5,1,3,1,1,6,1,6,2,3,5,1,1,1,1,4,1,3,1,3,1,1,1,1,1,1,3,1,4,NA
437,511,1,1,59,1,NA,5,1,2,2,3,1,4,6,4,4,3,4,1,2,4,4,3,4,1,3,1,2,2,5,3,3,1,3,2,3,1,2,1,3,1,2,1,1,3,3,1,1,2,1,2,2,2,2,1,4,3,0,2,4,3,4,4,5,5,4,2,2,4,3,2,4,4,4,1,2,2,1,3,4,2,3,3,3,3,1,2,2,4,3,4,2,4,2,2,2,2,2,3,2,1,3,1
438,317,1,1,27,1,NA,8,1,1,1,1,1,7,7,1,7,7,7,1,1,1,1,1,5,1,7,1,1,3,1,1,4,1,5,6,7,4,1,1,7,4,1,1,1,7,1,6,1,3,1,1,4,1,7,1,1,5,0,4,1,7,1,1,1,1,7,1,1,5,1,5,1,3,7,1,1,1,1,6,1,7,1,2,7,1,5,5,1,1,1,3,5,1,1,4,1,5,5,1,5,2,1,1
439,404,1,1,32,1,NA,6,1,4,1,3,3,5,6,1,6,5,7,1,5,3,6,3,3,1,6,1,1,3,5,1,3,1,1,4,5,2,1,2,6,1,1,1,1,7,4,1,1,2,5,4,2,4,5,1,5,3,0,2,6,7,1,5,6,5,7,1,5,3,1,6,5,4,7,1,1,1,1,6,6,6,1,2,7,3,2,1,1,6,1,2,3,5,1,1,1,2,1,1,2,1,2,1
440,306,1,1,41,1,NA,6,2,4,4,2,2,5,5,2,5,5,5,1,5,1,2,5,5,1,5,2,4,5,3,4,4,3,5,5,2,4,3,3,5,4,3,3,3,5,2,5,3,5,2,4,4,4,5,2,2,5,0,5,2,4,1,1,2,2,5,1,5,5,4,4,2,3,4,4,4,4,2,4,2,4,4,4,5,3,3,4,4,1,4,4,3,1,2,2,1,2,2,4,4,2,5,1
441,706,1,1,46,1,NA,4,2,3,2,5,4,4,4,5,4,2,4,2,3,5,5,3,4,1,4,1,2,3,5,2,4,2,3,4,4,2,2,2,4,2,3,2,2,4,4,4,3,3,2,5,3,3,4,3,6,4,0,2,5,4,5,5,5,5,4,2,2,3,2,2,5,3,2,3,3,2,3,3,5,4,4,3,4,4,2,2,2,5,2,4,3,5,3,3,2,3,3,2,3,2,4,1
442,336,1,1,33,2,NA,8,1,5,5,1,1,6,7,1,7,7,6,1,3,1,1,7,5,1,7,1,5,7,1,4,5,4,6,7,5,1,5,6,7,5,1,4,1,7,1,5,5,5,1,5,7,4,7,1,1,5,0,5,1,7,1,1,1,1,7,1,1,5,4,7,1,4,5,1,4,5,1,5,1,7,5,6,7,6,6,7,5,1,6,6,6,1,1,1,1,3,2,5,6,1,6,1
443,2869,1,1,32,1,NA,8,1,1,3,4,2,5,7,4,5,4,6,1,3,2,4,4,4,1,6,1,1,3,1,2,2,2,2,5,3,1,1,2,6,1,1,1,1,5,4,2,1,2,1,5,1,1,4,1,2,4,0,4,1,3,1,2,2,2,6,1,1,4,1,4,2,2,5,1,4,2,1,3,2,7,1,2,5,2,1,4,2,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1
444,346,1,1,25,1,NA,1,5,1,1,7,4,1,1,1,1,1,1,1,5,7,7,1,1,1,1,4,1,1,7,1,1,1,1,2,3,2,1,1,1,2,3,1,3,1,4,1,1,1,4,4,1,2,1,4,4,1,0,1,7,1,7,6,6,7,1,4,3,1,1,1,7,1,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,3,2,3,3,3,1,1,1,1,1
445,332,1,1,27,1,NA,6,1,1,1,1,1,7,6,1,4,4,4,1,1,1,1,4,6,1,4,1,1,4,1,1,4,1,1,4,7,1,1,1,6,1,1,1,1,6,1,2,1,2,1,1,1,1,4,1,1,4,0,4,1,2,1,1,1,1,5,1,1,4,1,2,1,1,1,1,2,1,1,1,1,5,1,6,6,1,1,4,1,1,1,6,2,1,1,1,1,1,1,1,4,1,2,1
446,661,1,1,44,1,NA,8,1,4,2,2,1,3,7,2,7,7,6,1,1,2,4,1,6,1,6,1,1,4,2,2,3,1,2,6,6,1,1,1,6,1,1,1,1,3,2,1,2,1,1,7,1,1,4,1,4,3,0,2,7,5,3,5,6,4,7,1,1,3,1,6,4,2,4,1,4,3,1,3,2,6,6,4,6,5,2,5,1,5,4,4,2,2,1,1,2,1,2,3,4,1,4,1
447,-1,1,1,28,1,NA,5,1,4,4,1,7,7,7,1,6,6,7,1,5,4,1,7,4,1,7,1,1,7,7,4,1,2,3,5,4,1,2,7,7,6,5,5,4,5,5,4,7,7,5,5,6,5,5,7,5,7,0,7,4,7,1,7,4,1,4,7,4,5,7,4,4,7,4,7,7,7,4,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,4,3,1,4,5,7,7,7,4,1
448,907,1,1,45,1,NA,6,2,4,4,3,2,6,7,2,6,6,5,2,2,2,4,5,6,1,5,1,4,4,4,4,4,2,4,5,5,1,4,4,6,5,2,4,3,6,2,5,4,4,2,6,5,4,6,2,4,5,0,4,2,5,2,3,3,3,6,3,5,5,4,5,2,3,6,2,6,5,2,3,2,7,4,6,6,5,4,6,6,2,6,5,5,3,2,2,2,5,3,6,6,4,6,1
449,584,1,1,51,1,NA,6,1,2,1,1,1,6,6,2,6,6,6,1,5,1,2,2,5,1,6,1,1,2,2,2,4,2,4,5,3,1,4,2,5,1,2,3,1,5,2,3,2,1,1,7,1,4,5,1,6,4,0,1,6,4,2,5,5,5,5,1,1,5,1,5,5,5,5,1,4,2,1,5,6,5,1,2,5,4,1,5,2,6,1,4,2,6,1,1,1,1,1,3,1,1,4,1
450,955,1,1,44,1,NA,8,1,1,1,1,1,6,7,1,6,7,6,1,1,1,1,6,5,1,7,1,7,1,1,6,6,1,5,7,1,1,1,4,7,1,1,4,1,6,1,6,1,2,1,6,6,4,6,1,1,6,0,4,1,6,1,1,1,1,6,1,1,7,1,6,1,2,6,1,6,1,1,6,1,6,1,2,6,2,1,6,2,1,2,5,1,1,1,1,1,1,1,1,1,1,6,1
451,597,1,1,42,1,NA,6,1,2,1,1,1,5,4,2,5,5,5,1,1,2,1,4,4,1,5,1,1,1,1,1,2,1,1,4,5,1,1,2,5,1,1,1,1,4,2,1,2,1,1,3,2,1,5,1,1,3,0,2,1,5,1,2,1,1,5,1,1,2,1,2,2,1,3,1,2,1,1,1,1,5,1,2,5,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1
452,609,1,1,51,1,NA,8,1,4,2,1,1,5,7,1,7,7,7,1,1,1,1,1,5,1,7,1,2,4,1,2,5,1,2,6,5,1,1,2,7,1,1,1,1,2,2,2,4,1,1,5,1,1,7,1,1,6,0,2,1,4,1,1,1,3,6,1,1,6,2,5,1,1,1,1,5,1,1,1,1,6,4,5,6,2,1,2,1,1,1,5,1,1,1,1,1,1,1,1,4,1,4,1
453,297,1,1,50,1,NA,6,1,4,4,1,1,6,6,1,6,6,6,1,1,1,1,4,6,1,6,1,4,4,1,4,4,1,4,6,1,1,4,5,6,1,1,4,1,5,1,4,4,4,1,4,1,1,6,1,1,4,0,4,1,6,1,1,1,1,6,1,1,4,4,6,1,3,1,1,4,4,1,3,1,6,4,4,6,4,1,4,4,1,4,4,4,1,1,1,1,2,1,4,4,1,4,1
454,341,1,1,36,1,NA,8,2,2,4,4,1,5,5,6,5,5,5,1,2,4,4,1,5,1,6,2,1,5,5,2,4,1,4,4,5,1,1,1,5,2,1,3,1,3,4,3,2,1,1,3,1,1,4,1,3,3,0,3,4,4,3,4,6,3,4,1,1,2,2,4,2,3,1,1,1,1,1,1,5,4,1,1,4,1,1,4,1,3,1,3,1,4,1,1,1,1,1,1,3,1,2,NA
455,1803,1,1,22,2,NA,8,3,3,3,5,4,5,5,4,5,5,5,2,3,4,5,4,3,1,5,3,4,3,5,4,3,4,4,5,3,4,3,3,5,3,2,3,2,4,5,4,3,4,2,4,4,3,5,2,5,4,0,3,3,4,3,3,3,4,5,2,2,3,2,4,3,2,4,3,2,3,1,2,4,5,3,3,5,4,3,3,2,4,3,3,3,4,2,2,1,4,2,3,3,2,3,1
456,388,1,1,46,1,NA,8,1,4,2,4,1,2,7,1,5,6,5,1,1,1,5,2,6,1,4,1,5,1,3,1,5,1,1,3,6,1,4,1,5,1,1,2,1,4,2,1,3,1,1,5,1,1,2,1,2,4,0,1,3,5,1,2,1,2,5,1,1,3,1,1,2,1,1,1,1,1,1,1,1,3,1,6,4,1,1,1,1,2,1,5,4,1,1,1,1,1,1,1,5,1,3,1
457,486,1,1,28,1,NA,8,4,4,2,7,2,3,7,3,6,6,6,1,2,2,5,2,4,1,6,1,2,5,4,2,3,2,3,6,3,2,2,2,6,4,2,2,1,6,3,4,5,3,2,4,3,2,6,2,3,4,4,2,3,5,3,3,3,2,6,1,1,3,2,6,2,4,6,1,3,3,1,5,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,84,1,1,19,4,NA,3,4,4,5,5,3,5,6,2,3,3,4,2,5,4,3,5,2,1,4,2,4,4,3,3,5,3,3,3,6,6,4,2,5,7,4,3,4,6,5,4,2,6,3,4,3,4,4,3,6,4,3,4,7,4,2,5,7,5,1,6,7,7,5,3,3,5,5,3,4,2,2,7,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,1619,1,1,26,2,NA,7,1,4,4,1,1,4,5,1,6,5,6,1,1,1,1,1,4,1,5,1,1,1,1,1,5,1,1,6,1,1,1,1,6,1,1,1,1,5,5,5,2,4,1,2,1,1,6,1,1,5,0,5,1,6,1,1,1,1,6,1,1,5,1,4,1,1,1,1,1,4,1,2,1,5,4,4,6,1,1,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,5,1
460,535,1,1,43,1,NA,8,1,2,3,1,6,7,5,4,6,5,4,1,1,1,7,1,7,1,5,1,1,2,3,5,3,2,1,5,5,1,1,1,5,1,1,1,1,4,5,1,3,3,1,4,3,1,4,1,5,3,0,2,5,4,4,5,3,5,2,1,1,2,1,3,5,1,1,1,2,1,1,1,5,4,2,1,3,3,1,2,1,7,1,4,1,7,1,1,1,1,1,1,1,1,2,1
462,597,1,1,28,1,NA,8,6,6,5,3,4,6,6,3,6,6,6,3,3,3,3,6,6,1,6,3,6,6,3,6,7,6,3,6,3,3,6,6,5,5,3,5,5,5,3,5,5,4,3,5,3,3,5,3,3,5,0,5,5,5,3,3,3,3,5,5,5,5,5,5,3,5,5,3,5,5,5,5,3,5,5,6,6,6,6,6,6,3,6,6,6,3,6,3,6,3,3,6,6,6,6,1
463,333,1,1,24,1,NA,5,2,4,4,2,2,5,6,2,5,5,5,2,2,2,2,4,5,1,5,2,4,4,3,4,5,4,3,5,4,2,3,4,5,2,2,3,2,5,2,4,3,3,2,5,4,2,5,2,2,5,0,5,2,5,2,2,2,2,5,5,3,5,4,5,2,3,4,2,4,3,2,3,2,5,5,5,5,5,4,4,4,2,4,5,4,2,2,2,2,2,2,4,4,2,4,1
464,388,1,1,49,2,NA,3,1,4,2,1,2,6,4,4,6,4,4,2,5,1,2,3,5,1,5,1,4,2,1,4,4,2,2,5,3,1,2,2,5,1,3,2,1,4,2,4,3,3,4,5,2,3,4,2,1,5,0,3,1,3,1,1,1,1,5,2,2,5,2,3,1,2,4,2,4,4,2,3,1,4,3,3,4,4,2,3,3,1,2,5,3,1,2,2,1,3,2,4,3,2,3,1
465,566,1,1,43,1,NA,5,1,4,5,1,6,5,7,1,7,6,6,1,1,4,1,4,4,1,6,1,5,5,1,3,5,4,1,5,5,1,1,1,6,1,2,4,5,5,3,4,5,4,1,1,6,1,6,1,6,5,0,4,1,6,1,2,1,2,6,1,2,4,6,6,3,1,4,1,5,4,1,2,1,7,1,5,7,4,4,5,4,1,1,4,5,5,1,1,1,1,1,4,5,1,5,1
466,1328,1,1,64,1,NA,8,4,5,4,1,2,5,6,1,6,6,6,1,1,1,1,6,7,1,6,1,5,3,1,5,6,4,6,6,6,6,5,5,6,4,6,5,4,6,5,6,6,6,1,6,5,6,6,1,1,6,0,6,4,6,1,1,1,1,6,1,1,6,5,6,1,6,6,1,6,6,1,6,1,6,5,6,6,6,4,6,5,1,4,6,6,1,1,1,6,6,6,5,6,6,6,1
467,679,1,1,50,1,NA,7,1,1,1,3,1,4,6,2,5,5,6,1,1,3,3,1,4,1,5,1,1,1,3,1,2,1,1,5,5,1,1,1,6,1,1,1,1,5,3,3,1,1,1,6,1,1,5,1,2,4,0,1,1,5,3,3,3,3,6,1,1,4,1,5,3,4,6,1,1,1,1,4,3,6,1,1,5,5,1,2,1,2,1,4,1,3,1,1,1,1,1,1,2,1,4,1
468,601,1,1,31,2,NA,6,1,1,1,5,1,3,2,5,2,3,2,1,1,4,6,1,1,1,3,1,1,1,4,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,1,3,1,2,5,4,4,3,1,1,2,1,2,3,1,3,2,1,1,1,2,3,3,1,1,2,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1
469,362,1,1,27,1,NA,7,2,3,3,5,2,6,6,4,6,6,6,1,5,3,3,6,6,1,7,1,3,6,6,2,5,2,2,5,5,1,3,3,6,4,1,4,3,7,1,4,5,4,5,5,2,3,6,3,5,4,0,3,6,6,4,5,5,5,6,3,5,5,3,2,5,5,6,6,5,3,5,3,5,7,3,5,6,3,1,2,3,4,3,5,5,5,3,2,3,3,3,2,5,2,4,1
470,554,1,1,62,1,NA,6,1,5,4,1,4,7,7,3,7,7,7,1,1,1,1,4,7,1,7,1,6,4,1,6,4,4,4,7,1,1,4,4,7,1,1,5,1,6,4,4,4,4,1,7,6,3,7,1,1,7,0,1,1,7,1,1,1,1,7,1,1,7,4,3,1,2,4,1,7,4,1,3,1,7,6,4,7,6,1,1,4,1,4,7,1,1,1,1,1,1,1,6,5,1,2,NA
471,347,1,1,34,1,NA,4,4,4,3,5,4,4,3,3,3,5,5,3,4,4,3,5,5,1,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,4,3,5,3,4,4,4,4,4,4,4,4,4,3,3,0,5,3,4,4,4,4,4,4,5,4,5,5,4,3,4,4,4,4,5,5,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,5,4,1
472,463,1,1,47,2,NA,3,1,4,4,3,4,5,6,4,6,6,6,1,4,4,1,6,3,1,6,1,2,3,4,3,5,4,4,6,3,3,3,4,5,2,3,3,2,5,5,3,5,4,3,4,5,4,5,1,4,5,0,5,4,6,2,5,5,5,6,2,3,5,5,6,4,2,4,2,4,4,2,2,4,6,4,5,6,4,5,4,4,3,4,4,4,4,2,2,1,2,1,4,5,4,5,1
473,501,1,1,30,1,NA,8,1,1,1,1,1,5,4,1,4,4,4,1,1,1,1,2,4,1,5,1,3,2,1,1,2,1,1,4,2,1,1,1,4,1,1,1,1,3,1,5,1,1,1,5,1,1,3,1,2,3,0,1,2,4,1,1,2,1,5,1,1,6,1,1,1,2,4,1,4,1,1,3,1,5,3,2,4,4,1,1,1,2,3,3,1,1,1,1,1,1,1,2,1,1,4,1
474,1104,1,1,48,1,NA,8,1,4,4,3,1,4,6,4,6,6,6,1,2,3,3,4,6,1,6,1,4,4,3,4,5,4,3,6,6,3,4,4,6,1,1,4,1,4,6,3,4,2,2,3,1,1,6,1,3,4,0,4,3,4,3,3,3,3,6,1,1,4,4,4,3,1,1,1,4,4,1,1,3,6,4,4,6,4,1,4,4,3,4,5,1,3,1,1,1,1,1,4,4,1,3,1
475,261,1,1,48,1,NA,8,3,3,2,6,2,6,6,3,6,5,5,2,3,4,5,3,4,1,6,2,4,3,3,3,6,2,3,4,4,4,4,4,4,2,2,4,3,4,2,3,4,4,3,4,4,3,4,2,3,3,0,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,1
